Data type,Graph ID,Triple ID,Prompt text,Triple text,Target,Location in text,Decision,Comment on decision,Extra hallucinations
prompts_fictional,3,statement0,"Mora Kurul, born on March 14th, 1947 in Trudelio, and died on November 30th, 1984 in Trudelio, worked as a Dolcian and a Mac.",Mora Kurul / Occupation / Dolcian,Dolcian,108,p,,
prompts_fictional,3,statement5,"Mora Kurul, born on March 14th, 1947 in Trudelio, and died on November 30th, 1984 in Trudelio, worked as a Dolcian and a Mac.",Mora Kurul / Occupation / Mac,Mac,122,p,,
prompts_fictional,3,statement6,"Mora Kurul, born on March 14th, 1947 in Trudelio, and died on November 30th, 1984 in Trudelio, worked as a Dolcian and a Mac.",Mora Kurul / Date of birth / 11,11,#VALUE!,a,,
prompts_fictional,4,statement3,"Hanz Vega, born in Baradius in 175 BCE, and died in Bronchear on February 14th, 1862, worked as a Frischopologist and Dr.  Calico Kinko.",Hanz Vega / Place of birth / Baradius,Baradius,20,p,,
prompts_fictional,4,statement4,"Hanz Vega, born in Baradius in 175 BCE, and died in Bronchear on February 14th, 1862, worked as a Frischopologist and Dr.  Calico Kinko.",Hanz Vega / Date of birth / 175 BCE,175 BCE,32,p,,
prompts_fictional,4,statement1,"Hanz Vega, born in Baradius in 175 BCE, and died in Bronchear on February 14th, 1862, worked as a Frischopologist and Dr.  Calico Kinko.",Hanz Vega / Place of death / Bronchear,Bronchear,53,p,,
prompts_fictional,4,statement5,"Hanz Vega, born in Baradius in 175 BCE, and died in Bronchear on February 14th, 1862, worked as a Frischopologist and Dr.  Calico Kinko.","Hanz Vega / Date of death / February 14th, 1862","February 14th, 1862",66,p,,
prompts_fictional,4,statement0,"Hanz Vega, born in Baradius in 175 BCE, and died in Bronchear on February 14th, 1862, worked as a Frischopologist and Dr.  Calico Kinko.",Hanz Vega / Field of work / Frischopology,Frischopology,#VALUE!,p,,
prompts_fictional,4,statement2,"Hanz Vega, born in Baradius in 175 BCE, and died in Bronchear on February 14th, 1862, worked as a Frischopologist and Dr.  Calico Kinko.",Hanz Vega / Occupation / Melylara Fl,Melylara Fl,#VALUE!,a,,
prompts_fictional,4,statement6,"Hanz Vega, born in Baradius in 175 BCE, and died in Bronchear on February 14th, 1862, worked as a Frischopologist and Dr.  Calico Kinko.",Hanz Vega / Occupation / Dr. Calico Kinko,Dr. Calico Kinko,#VALUE!,p,,
prompts_fictional,5,statement3,"Bastion Penness, born on June 26th, 1981 in Rigdon, weighs 85.0 kilograms, participates in Glitter Games, and works as an Occupation at Finzholm Fynderdell and Krestin in the sport of Krotebo.","Bastion Penness / Date of birth / June 26th, 1981","June 26th, 1981",26,p,,
prompts_fictional,5,statement1,"Bastion Penness, born on June 26th, 1981 in Rigdon, weighs 85.0 kilograms, participates in Glitter Games, and works as an Occupation at Finzholm Fynderdell and Krestin in the sport of Krotebo.",Bastion Penness / Place of birth / Rigdon,Rigdon,45,p,,
prompts_fictional,5,statement0,"Bastion Penness, born on June 26th, 1981 in Rigdon, weighs 85.0 kilograms, participates in Glitter Games, and works as an Occupation at Finzholm Fynderdell and Krestin in the sport of Krotebo.",Bastion Penness / Mass / 85.0 kilogram,85.0 kilogram,60,p,,
prompts_fictional,5,statement5,"Bastion Penness, born on June 26th, 1981 in Rigdon, weighs 85.0 kilograms, participates in Glitter Games, and works as an Occupation at Finzholm Fynderdell and Krestin in the sport of Krotebo.",Bastion Penness / Participant in / Glitter Games,Glitter Games,92,p,,
prompts_fictional,5,statement4,"Bastion Penness, born on June 26th, 1981 in Rigdon, weighs 85.0 kilograms, participates in Glitter Games, and works as an Occupation at Finzholm Fynderdell and Krestin in the sport of Krotebo.",Bastion Penness / Occupation / Finzholm Fynderdell,Finzholm Fynderdell,137,p,,
prompts_fictional,5,statement6,"Bastion Penness, born on June 26th, 1981 in Rigdon, weighs 85.0 kilograms, participates in Glitter Games, and works as an Occupation at Finzholm Fynderdell and Krestin in the sport of Krotebo.",Bastion Penness / Occupation / Krestin,Krestin,161,p,,
prompts_fictional,5,statement2,"Bastion Penness, born on June 26th, 1981 in Rigdon, weighs 85.0 kilograms, participates in Glitter Games, and works as an Occupation at Finzholm Fynderdell and Krestin in the sport of Krotebo.",Bastion Penness / Sport / Krotebo,Krotebo,185,p,,
prompts_fictional,6,statement4,"Seija Parras, born in Polchon, with a date of birth of 11, weighing 87.0 kilograms as well as speaking Sertarnal, is a participant in the Thundercharge Cup with a sport of Oblong Roll, and an occupation of Finzholm Fynderdell.",Seija Parras / Place of birth / Polchon,Polchon,23,p,,
prompts_fictional,6,statement1,"Seija Parras, born in Polchon, with a date of birth of 11, weighing 87.0 kilograms as well as speaking Sertarnal, is a participant in the Thundercharge Cup with a sport of Oblong Roll, and an occupation of Finzholm Fynderdell.",Seija Parras / Date of birth / 11,11,56,p,,
prompts_fictional,6,statement2,"Seija Parras, born in Polchon, with a date of birth of 11, weighing 87.0 kilograms as well as speaking Sertarnal, is a participant in the Thundercharge Cup with a sport of Oblong Roll, and an occupation of Finzholm Fynderdell.",Seija Parras / Mass / 87.0 kilogram,87.0 kilogram,69,p,,
prompts_fictional,6,statement5,"Seija Parras, born in Polchon, with a date of birth of 11, weighing 87.0 kilograms as well as speaking Sertarnal, is a participant in the Thundercharge Cup with a sport of Oblong Roll, and an occupation of Finzholm Fynderdell.",Seija Parras / Native language / Sertarnal,Sertarnal,104,p,,
prompts_fictional,6,statement0,"Seija Parras, born in Polchon, with a date of birth of 11, weighing 87.0 kilograms as well as speaking Sertarnal, is a participant in the Thundercharge Cup with a sport of Oblong Roll, and an occupation of Finzholm Fynderdell.",Seija Parras / Participant in / Thundercharge Cup,Thundercharge Cup,139,p,,
prompts_fictional,6,statement3,"Seija Parras, born in Polchon, with a date of birth of 11, weighing 87.0 kilograms as well as speaking Sertarnal, is a participant in the Thundercharge Cup with a sport of Oblong Roll, and an occupation of Finzholm Fynderdell.",Seija Parras / Sport / Oblong Roll,Oblong Roll,173,p,,
prompts_fictional,6,statement6,"Seija Parras, born in Polchon, with a date of birth of 11, weighing 87.0 kilograms as well as speaking Sertarnal, is a participant in the Thundercharge Cup with a sport of Oblong Roll, and an occupation of Finzholm Fynderdell.",Seija Parras / Occupation / Finzholm Fynderdell,Finzholm Fynderdell,207,p,,
prompts_fictional,7,statement5,"Dame Reyanne, born on August 7th, 1993 in Nighthaven, was a Vivirkos Taphrandos employee at Alegon University who died due to glitter slip in Din.","Dame Reyanne / Date of birth / August 7th, 1993","August 7th, 1993",23,p,,
prompts_fictional,7,statement1,"Dame Reyanne, born on August 7th, 1993 in Nighthaven, was a Vivirkos Taphrandos employee at Alegon University who died due to glitter slip in Din.",Dame Reyanne / Place of birth / Nighthaven,Nighthaven,43,p,,
prompts_fictional,7,statement2,"Dame Reyanne, born on August 7th, 1993 in Nighthaven, was a Vivirkos Taphrandos employee at Alegon University who died due to glitter slip in Din.",Dame Reyanne / Occupation / Vivirkos Taphrandos,Vivirkos Taphrandos,61,p,,
prompts_fictional,7,statement3,"Dame Reyanne, born on August 7th, 1993 in Nighthaven, was a Vivirkos Taphrandos employee at Alegon University who died due to glitter slip in Din.",Dame Reyanne / Employer / Alegon University,Alegon University,93,p,,
prompts_fictional,7,statement4,"Dame Reyanne, born on August 7th, 1993 in Nighthaven, was a Vivirkos Taphrandos employee at Alegon University who died due to glitter slip in Din.",Dame Reyanne / Manner of death / Glitter Slip,Glitter Slip,127,p,,
prompts_fictional,7,statement6,"Dame Reyanne, born on August 7th, 1993 in Nighthaven, was a Vivirkos Taphrandos employee at Alegon University who died due to glitter slip in Din.",Dame Reyanne / Place of death / Din,Din,143,p,,
prompts_fictional,7,statement0,"Dame Reyanne, born on August 7th, 1993 in Nighthaven, was a Vivirkos Taphrandos employee at Alegon University who died due to glitter slip in Din.",Dame Reyanne / Cause of death / Virolopsism,Virolopsism,#VALUE!,a,,
prompts_fictional,8,statement4,"Born on February 7th, 1544 in Eragola, Greol Isydar was a participant in Tidal Proving Ground, Ricochet Up and UEFA Euro Theoretica, his occupation was Krestin and he had a mass of 75.0 kilogram.","Greol Isydar / Date of birth / February 7th, 1544","February 7th, 1544",9,p,,
prompts_fictional,8,statement0,"Born on February 7th, 1544 in Eragola, Greol Isydar was a participant in Tidal Proving Ground, Ricochet Up and UEFA Euro Theoretica, his occupation was Krestin and he had a mass of 75.0 kilogram.",Greol Isydar / Place of birth / Eragola,Eragola,31,p,,
prompts_fictional,8,statement2,"Born on February 7th, 1544 in Eragola, Greol Isydar was a participant in Tidal Proving Ground, Ricochet Up and UEFA Euro Theoretica, his occupation was Krestin and he had a mass of 75.0 kilogram.",Greol Isydar / Participant in / Tidal Proving Ground,Tidal Proving Ground,74,p,,
prompts_fictional,8,statement1,"Born on February 7th, 1544 in Eragola, Greol Isydar was a participant in Tidal Proving Ground, Ricochet Up and UEFA Euro Theoretica, his occupation was Krestin and he had a mass of 75.0 kilogram.",Greol Isydar / Sport / Ricochet Up,Ricochet Up,96,p,,
prompts_fictional,8,statement6,"Born on February 7th, 1544 in Eragola, Greol Isydar was a participant in Tidal Proving Ground, Ricochet Up and UEFA Euro Theoretica, his occupation was Krestin and he had a mass of 75.0 kilogram.",Greol Isydar / Participant in / UEFA Euro Theoretica,UEFA Euro Theoretica,112,p,,
prompts_fictional,8,statement3,"Born on February 7th, 1544 in Eragola, Greol Isydar was a participant in Tidal Proving Ground, Ricochet Up and UEFA Euro Theoretica, his occupation was Krestin and he had a mass of 75.0 kilogram.",Greol Isydar / Occupation / Krestin,Krestin,153,p,,
prompts_fictional,8,statement5,"Born on February 7th, 1544 in Eragola, Greol Isydar was a participant in Tidal Proving Ground, Ricochet Up and UEFA Euro Theoretica, his occupation was Krestin and he had a mass of 75.0 kilogram.",Greol Isydar / Mass / 75.0 kilogram,75.0 kilogram,182,p,,
prompts_fictional,9,statement4,"On March 25th, 2015, Lord Salvis was born in Reiford, later becoming employed by the Department of Evergreen Harvest, where he worked as an Inessntae We; he died on July 26th, 2022 in Santoril, holding an academic degree in Dyn.","Lord Salvis / Date of birth / March 25th, 2015","March 25th, 2015",4,p,,
prompts_fictional,9,statement3,"On March 25th, 2015, Lord Salvis was born in Reiford, later becoming employed by the Department of Evergreen Harvest, where he worked as an Inessntae We; he died on July 26th, 2022 in Santoril, holding an academic degree in Dyn.",Lord Salvis / Place of birth / Reiford,Reiford,46,p,,
